,year,month,건강/취미,경제경영,고전,과학,달력/기타,대학교재/전문서적,만화,사회과학,소설/시/희곡,수험서/자격증,어린이,에세이,여행,역사,예술/대중문화,외국어,요리/살림,유아,인문학,자기계발,잡지,전집/중고전집,종교/역학,좋은부모,참고서,청소년,컴퓨터/모바일,해외잡지
10,2010,11,288.8285714285714,362.9830508474576,323.0,419.7037037037037,,245.5,193.71830985915494,380.5,367.3863636363636,219.83333333333334,220.0,318.7202380952381,350.2,393.4,399.48,407.1792452830189,255.0483870967742,,401.984375,300.2096069868996,,159.0,266.7910447761194,370.7951807228916,136.0,303.390243902439,393.3333333333333,
11,2010,12,289.1,344.95652173913044,323.0,405.8333333333333,0.0,265.0,207.8181818181818,369.65625,382.23664122137404,209.66666666666666,286.0,335.8095238095238,416.0,362.0,223.66666666666666,445.44117647058823,245.6206896551724,,358.640625,285.7886178861789,,159.0,258.3921568627451,382.26666666666665,136.0,418.46875,208.0,
12,2011,1,284.9375,344.72222222222223,297.0,465.4736842105263,0.0,214.0,220.36111111111111,356.28,404.05109489051097,684.4,286.0,336.5419847328244,352.6,405.5833333333333,373.7647058823529,426.8469387755102,258.6190476190476,,379.07936507936506,293.5743243243243,,92.0,268.3225806451613,406.7608695652174,120.0,404.6521739130435,421.75,
13,2011,2,335.3076923076923,364.87301587301585,300.75,361.2857142857143,0.0,321.0,220.2058823529412,318.2173913043478,381.6666666666667,684.4,220.0,337.4754098360656,359.0,423.75,353.9,468.3888888888889,275.65,,383.26229508196724,291.02941176470586,,92.0,259.42857142857144,384.6744186046512,120.0,380.2156862745098,427.5,
14,2011,3,211.5,352.8,233.0,373.3333333333333,0.0,274.0,206.5,280.63157894736844,354.77358490566036,320.0,220.0,339.53061224489795,359.0,423.75,292.5,499.70212765957444,280.47058823529414,,420.4102564102564,300.6949152542373,,92.0,221.65625,379.7096774193548,553.0,257.4634146341463,144.0,
15,2011,4,247.90322580645162,355.2393162393162,233.0,410.56,0.0,217.5,219.0,316.23809523809524,359.71216617210683,393.25,220.0,323.34615384615387,626.0,465.85714285714283,274.0869565217391,471.0744680851064,244.32258064516128,,370.38271604938274,285.25714285714287,,91.6,229.10084033613447,383.0,184.0,259.81944444444446,301.875,
16,2011,5,270.25714285714287,337.0137931034483,233.0,388.11764705882354,0.0,370.0,233.82051282051282,310.1714285714286,363.1002331002331,300.61538461538464,220.0,314.73,636.5263157894736,393.0,299.9032258064516,492.8782608695652,259.37894736842105,,391.0,283.0,,92.0,279.4932432432432,360.5326086956522,614.0,261.9396551724138,220.6,
17,2011,6,259.79487179487177,310.515625,286.0,396.9375,0.0,439.6666666666667,200.47826086956522,289.75,373.4317073170732,322.55555555555554,220.0,311.5806451612903,592.2173913043479,421.275,301.4516129032258,493.11805555555554,263.9620253164557,,421.57894736842104,292.3015873015873,,92.0,275.65806451612906,361.6386554621849,413.3333333333333,263.367816091954,375.2,
18,2011,7,244.61904761904762,305.4035087719298,233.0,302.625,0.0,439.6666666666667,206.96296296296296,301.4117647058824,369.5326633165829,328.0,220.0,291.4390243902439,539.625,411.97435897435895,269.1,475.8673469387755,249.56,,421.2631578947368,287.72033898305085,,92.0,265.62295081967216,366.39285714285717,0.0,293.48837209302326,620.0,
19,2011,8,246.08,380.23762376237624,268.3333333333333,373.1363636363636,0.0,693.0,249.04444444444445,308.76119402985074,356.7983870967742,232.83333333333334,286.0,340.08666666666664,513.9,351.44444444444446,316.2352941176471,440.7674418604651,268.06060606060606,,383.5858585858586,282.4277108433735,,92.0,288.7901234567901,342.47945205479454,0.0,276.9937106918239,620.0,
20,2011,9,256.30434782608694,356.14285714285717,233.0,436.85,0.0,634.6666666666666,230.83050847457628,306.22535211267603,388.1937321937322,439.0,286.0,333.046875,487.875,398.03333333333336,371.5882352941176,480.82954545454544,272.20754716981133,,463.27868852459017,292.05555555555554,,92.0,273.2992125984252,368.7241379310345,239.0,266.3448275862069,538.3333333333334,
